id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_T07_vabhdicu	Vibhāṣāprabhāvṛtti	the anonymous 'Dīpakāra' (the Abhidharmadīpa's author; project hint of 'Vimalamitra' is unverified—proposals also include Vasumitra/Īśvaravarman)	anonymous 'Dīpakāra' (author of the Abhidharmadīpa kārikā and its auto-commentary the Vibhāṣāprabhāvṛtti)	anonymous	False	gretil-header; secondary:cleaned_Disputed Dharmas...Collett Cox, 1995.txt; web:https://www.cambridge.org/core/journals/bulletin-of-the-school-of-oriental-and-african-studies (Jaini 1959 review)	Kārikā (Abhidharmadīpa) and bhāṣya/vṛtti (Vibhāṣāprabhāvṛtti) are by the SAME anonymous author ('Dīpakāra')—an auto-commentary, NOT a Maitreya/Vasubandhu-type split. 'Vimalamitra' is only Jaini's tentative guess; not the Dzogchen Vimalamitra. Genuinely anonymous; traditional ascription = none secure.
SA_MB_agnikaaryapaddhatiHK.	Agnikāryapaddhati	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Sanderson_Hindu tantric chaplains.txt; secondary:cleaned_Essais sur le rituel.txt	Anonymous Śaiva fire-sacrifice (agnikārya) paddhati; generic title—no individual author identified in scholarship. Confirms current 'anonymous/traditional'.
SA_MB_aniruddhasamhitaaHK	Aniruddhasaṃhitā	anonymous/traditional (revealed āgama)	anonymous (revealed Pāñcarātra āgama)	anonymous	False	web:https://archive.org/details/aniruddhasamhita; secondary:cleaned_Mandalas and Yantras in the Hindu Traditions_Gudrun Buhnemann 2003.txt; web:https://www.wisdomlib.org/definition/aniruddhasamhita	Revealed Pāñcarātra Saṃhitā (a Divyasaṃhitā); divine 'speaker' Aniruddha/Bhagavān via Bhṛgu—not a human author. Confirms current. The name 'Aniruddha' is a Vyūha form of Viṣṇu, not the 15th-c. Sāṃkhya commentator Aniruddha.
SA_MB_pratisthalaksanasarasamuccayaHK	Pratiṣṭhālakṣaṇasārasamuccaya	anonymous/traditional	Vairocana (compiler)	traditional	False	web:http://nepalculturalheritages.blogspot.com (Bühnemann 2003); secondary:cleaned_skt-en-mono.txt	MEANINGFUL CORRECTION: current_author calls it 'anonymous' and a 'Buddhist iconography text'. It is actually a ŚAIVA pratiṣṭhā/liṅga-installation manual, 11th–12th c., traditionally attributed to VAIROCANA, compiled from Śaiva Āgamas (Devyāmata). Not Buddhist; not anonymous. Attribution is traditional and a compilation, hence Vairocana = compiler. (Distinct from the 'Lakṣaṇasamuccaya' that some dictionaries link to Hemādri.)
SA_GP12_kurmp2_u	Kūrma-Purāṇa 2	anonymous/traditional (attributed to Vyāsa)	anonymous (traditionally ascribed to Vyāsa; framed as revealed by Viṣṇu as Kūrma)	traditional	False	gretil-header; tradition	Anonymous Purāṇa with the standard legendary ascription to Vyāsa; divine speaker is Viṣṇu/Śiva (Kūrma avatāra). Composite/multi-layered but no NAMED distinct human authors to separate, so not flagged as conflation. Confirms current.
SA_GSP31_sparibhu	Sāṃkhyaparibhāṣā	anonymous/uncertain	anonymous/uncertain	uncertain	False	web:https://sanskritdocuments.org/doc_z_misc_major_works/sAMkhyaparibhASA.itx; tradition	Minor late Sāṃkhya compendium; no author securely identified in available scholarship. Kept anonymous/uncertain (status 'uncertain' since a named author may exist but is unverified). No traditional ascription located.
SA_T03_knavslou	Navaślokī	Kambala (Kambalapāda)	Kambala (Kambalapāda)	secure	False	secondary:cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Nine-verse (nava-ślokī) versified summary of Aṣṭasāhasrikā Prajñāpāramitā; author also known as Kambālāmbara/Siddhakambala, contemporary of Vinītadeva (8th c.).
SA_GSP33_bhbhg_cu	Bhagavadāśayānusaraṇabhāṣya	Bhāskara (Bhedābheda Vedānta)	Bhāskara (Bhedābheda Vedānta)	secure	False	gretil-header	Bhāskara's Gītā commentary; he is the c. 9th-c. Bhedābheda Vedāntin. Root Gītā verses are anonymous/traditional and not part of this attribution.
SA_MB_bhogakarikaHK	Sadyojyoti: Aṣṭaprakaraṇa — Bhogakārikā	Sadyojyoti(s)	Sadyojyoti (kārikā); Aghoraśiva (commentary)	conflated	True	secondary:cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Root kārikā = Sadyojyoti; commentary = Aghoraśiva, separated by ~4-5 centuries. Item conflates verse-author and commentator.
SA_MB_haharavatantraHK	Hāhārāvatantra	anonymous/traditional	anonymous (revealed scripture)	anonymous	False	web:tradition	Anonymous revealed Tantra (Guhyakālī/Uttarāmnāya, Śākta-Śaiva); traditionally framed as divine revelation, no human author. No traditional personal ascription found.
SA_MB_JnanarnavaTantraHK	Jñānārṇavatantra	anonymous/traditional	anonymous (revealed Tantra)	anonymous	False	secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Anonymous Śākta/Śrīvidyā Tantra (Apte 1912 ed.). Beware homonym: Jaina Jñānārṇava is by Śubhacandra — a separate, unrelated text.
SA_K14_n192u	Mahāsattvamaṇicūḍamahārājabodhisattvāvadāna	anonymous/traditional (later versified by Kṣemendra in the Avadānakalpalatā tradition)	anonymous (prose Maṇicūḍāvadāna)	anonymous	False	secondary:cleaned_Translation and Study of the Purnavadana_Joel Howard Tatelman, 1988.txt	Anonymous prose avadāna; Kṣemendra is a later versifier/redactor of the same story (Avadānakalpalatā), not author of this text. Roles separated to avoid conflation.
SA_K06_bsu053_u	Prajñāpāramitāhṛdayasūtra	anonymous/traditional	anonymous (canonical sūtra)	anonymous	False	gretil-header	Heart Sutra (vistaramātṛkā/longer recension). Canonically framed as Buddha-vacana; no human author/translator named in this Sanskrit witness. Traditional ascription to the Buddha only.
SA_MB_mahaaguhyakaaliividhaanamHK	mahāguhyakālīvidhānam	anonymous/traditional	anonymous (tantric ritual manual)	anonymous	False	web:no-attribution	Anonymous Śākta/tantric vidhāna; revelatory genre framed as Śiva/goddess dialogue. No named author or editor located.
SA_GP12_kurmp1_u	Kūrma-Purāṇa 1	anonymous/traditional (attributed to Vyāsa)	anonymous (traditionally ascribed to Vyāsa)	traditional	False	gretil-header	Traditional ascription to Vyāsa as compiler (legendary); actual composition anonymous and accretional. Sūta is the internal narrator. Not a single historical author.
SA_MB_uddamaresvaratantramHK	Uḍḍāmareśvaratantra	anonymous/traditional	anonymous (tantric/revelatory; ascribed to Śiva-Uḍḍāmareśvara/Bhairava)	anonymous	False	web:scribd.com/document/851939494 + tradition	Anonymous tantra of magical rites; nominal ascription to Śiva as Uḍḍāmareśvara/Bhairava (revelatory frame). Compilatory, no single composer.
SA_GSP31_tatsuvru	Tattvasamāsasūtravṛtti [Kramadīpikā]	anonymous/traditional	anonymous (Kramadīpikā vṛtti); root Tattvasamāsasūtra also anonymous (ascribed to Kapila)	anonymous	True	gretil-header + secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Two distinct anonymous layers conflated under one title: the root Tattvasamāsasūtra (≤25 sūtras, trad. ascribed to Kapila) and the Kramadīpikā vṛtti commenting on it — different (both anonymous) authors. Many other commentaries on the same root exist.
SA_T06_trimsikatika	Triṃśikāṭīkā	Vinītadeva	Vinītadeva	secure	False	web:cambridge.org/core/.../sanskrit-fragments-of-vinitadevas-trimsikatika	Secure single-author ṭīkā by Vinītadeva (sub-commentary). The underlying Triṃśikā kārikās are Vasubandhu's and Sthiramati wrote the bhāṣya, but THIS work (the ṭīkā) is solely Vinītadeva's — not itself conflated.
SA_MB_viiraagamaHK	Vīrāgama	anonymous/traditional (revealed scripture)	anonymous (revealed Śaiva Āgama; traditionally revealed by Sadāśiva/Aghora face)	anonymous	False	web:https://www.wisdomlib.org/definition/viragama; tradition	Revealed Śaiva Siddhāntāgama; traditional ascription to divine revelation (Sadāśiva), not a human; current attribution accurate.
SA_MB_ugracandapujapaddhatiHK	ugracaṇḍāpūjāpaddhati	anonymous/traditional	anonymous (ritual paddhati for the worship of Ugracaṇḍā)	anonymous	False	secondary:cleaned_Sanderson_The Śaiva Age.txt; tradition	Anonymous Śākta-Śaiva ritual paddhati; no human author attributed; current attribution accurate.
SA_GSP33_brasusau	Brahmasūtra (Śaṅkarabhāṣya)	Śaṅkara (Ādi Śaṅkarācārya); root sūtras attributed to Bādarāyaṇa	Śaṅkara (bhāṣya); Bādarāyaṇa (sūtra)	secure	True	web:https://archive.org/details/The.Brahmasutra.Sankara.Bhasya.with.Bhamati.Kalpataru.and.Parimala	Conflates distinct authors by role: sūtra (Bādarāyaṇa) vs bhāṣya (Śaṅkara) vs three sub-commentaries (Vācaspati Miśra, Amalānanda, Appayya Dīkṣita). Current author named only sūtra+bhāṣya; the sub-commentators in the edition title are additional distinct authors.
SA_MB_urddhvamnayapujavidhiHK	ūrdhvāmnāyapūjāvidhi	anonymous/traditional	anonymous (Kaula ūrdhvāmnāya worship-manual)	anonymous	False	secondary:cleaned_Tantra in Practice_David Gordon White, ed, 2000_a.txt; tradition	Anonymous Kaula ritual manual tied to the ūrdhvāmnāya transmission; no human author attributed; current attribution accurate.
SA_T01_n875u	Śākyasiṃhastotra: navagrahakṛtam	anonymous/traditional (framed as spoken by the Nine Planets)	anonymous (pseudo-divine framing: composed by the navagraha / Nine Planets)	pseudepigraphic	False	gretil-header:sa_108-buddhist-stotras.htm	Devotional pseudepigraphy: ascribed to the navagraha (Nine Planets), a divine/celestial fiction rather than a real author; effectively anonymous. Current framing accurate.
SA_T04_bsa014_u	Śikṣāsamuccayakārikā	Śāntideva	Śāntideva	secure	False	secondary:cleaned_MORAL THEORY IN SANTIDEVA’S SIKSASAMUCCAYA_Barbra R. Clayton.txt; web:http://www.dsbcproject.org/canon-text/book/268	Single author: both the 27 kārikās and the prose compilation/commentary are Śāntideva's; the anthologized sūtra quotations are quoted scripture, not co-authorship, so no conflation. Current attribution correct.
SA_MB_visvasaaratantramHK	Viśvasāratantra	anonymous/traditional (revelation)	anonymous (revealed Śākta tantra)	anonymous	False	secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt; secondary:cleaned_Chinnamasta The Aweful Buddhist & Hindu Tantric Goddess_Elisabeth Anne Benard 2010.txt	Anonymous revealed tantra (śāstra spoken by Śiva/Devī); no human author. Traditional ascription = divine revelation only.
SA_K12_adhsatpu	Adhyardhaśatikā Prajñāpāramitā (Adhyardhaśatikāprajñāpāramitāsūtra)	anonymous/traditional	anonymous (buddhavacana, canonical sūtra)	anonymous	False	gretil-header; web:https://www.iranicaonline.org/articles/adhyardhasatika-prajaparamita; secondary:cleaned_Indian Buddhism. A Survey...Nakamura, 1980.txt	Canonical Mahāyāna/tantric sūtra, buddhavacana. E-text is root sūtra only; no commentary conflated.
SA_K12_bsu056_u	Adhyardhaśatikā Prajñāpāramitā (Adhyardhaśatikāprajñāpāramitāsūtra)	anonymous/traditional	anonymous (buddhavacana, canonical sūtra)	anonymous	False	gretil-header; web:https://www.iranicaonline.org/articles/adhyardhasatika-prajaparamita	Duplicate root sūtra (Vaidya edition). Canonical, buddhavacana; no commentary conflated.
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Vira-Chandra_1966	Mañjuśrīnāmasaṃgīti (per edition; title field blank in workitem)		anonymous (root liturgy, traditionally buddhavacana)	traditional	False	web:https://en.wikipedia.org/wiki/Mañjuśrīnāmasamgīti; web:https://www.taylorfrancis.com/books/mono/10.4324/9781315625058/ (Tribe, Vilāsavajra commentary); secondary:cleaned_Indian Buddhism...Nakamura, 1980.txt	Root text only in this edition: anonymous/traditional (buddhavacana via Māyājāla). Distinct from Vilāsavajra's commentary (separate work, not edited here), so no in-text conflation. Title supplied from edition.
SA_MB_acintyavisvasadakhyaHK	Acintyaviśvasādākhyam (Acintyaviśvasādākhya)	anonymous/traditional	anonymous (revealed Śaiva Āgama, claimed Upāgama)	anonymous	False	secondary:cleaned_Ritual and Speculation in Early Tantrism. Studies in Honor of André Padoux_Teun Goudriaan, ed, 1992.txt	Śaiva Āgama/Upāgama, revealed; anonymous. Scholarship suspects later compilation/redaction from paddhatis, but no individual author is identifiable.
SA_K02_bsu057_u	Advayaśatikā Prajñāpāramitāsūtra	anonymous/traditional	anonymous (buddhavacana, canonical sūtra)	anonymous	False	gretil-header; secondary:cleaned_Bibliography_tib_skt_philology_Dan Martin, 2006.txt	Canonical Mahāyāna Prajñāpāramitā sūtra, anonymous/buddhavacana; no commentary conflated in e-text.
SA_GK19_bhago	Bhaja-Govindam	Śaṅkara (Ādi Śaṅkarācārya), traditionally attributed	Śaṅkara (Dvādaśamañjarikā + 5 closing verses, traditional); 14 disciples (Caturdaśamañjarikā, one verse each)	conflated	True	web:https://en.wikipedia.org/wiki/Bhaja_Govindam | secondary:cleaned_Bendall_Catalogue...British museum...1876-92.txt	Single title conflates distinct authors: Śaṅkara (core 12 + 5) and 14 disciples (1 verse each = Caturdaśamañjarikā). Whole-work ascription to Śaṅkara alone is traditional/disputed; disciple verses are traditional-only.
SA_MB_kalasaarcanavidhiHK	Kalaśārcanavidhi of Siddhalakṣmīdevī	anonymous/traditional (Newar Sarvāmnāya milieu; some such manuals copied/composed under Malla royal patronage)	anonymous	anonymous	False	secondary:cleaned_Tantra in Practice_David Gordon White, ed, 2000_a.txt | secondary:cleaned_YOSHIZAKI_Newar Buddhism.txt | tradition	'of Siddhalakṣmīdevī' designates the deity worshipped, not a human author. Anonymous ritual manual; current 'anonymous/traditional' assessment confirmed.
SA_MB_TridasadaamaraapratyaHK	Tridaśaḍāmarāpratyaṅgirāviṣayakanānātantra	anonymous/traditional	anonymous	anonymous	False	web:https://muktabodha.org/digital-library/ | secondary:cleaned_Indian Buddhism...Nakamura, 1980.txt | tradition	Title's 'nānātantra' indicates a multi-source compilation of Pratyaṅgirā material; anonymous. Not attributable to one person.
SA_T01_n882u	Saptabuddhastotra	anonymous/traditional	anonymous	anonymous	False	gretil-header(dsbc):https://www.dsbcproject.org/canon-text/content/113/882 | secondary:cleaned_Literary History of Sanskrit Buddhism_Nariman G K_1919.txt	Anonymous Buddhist stotra; colophon names no author, only the title's completion. Confirmed anonymous.
SA_GSP31_tattvmiu	Tattvamīmāṃsā	uncertain (a Sāṃkhya Tattvamīmāṃsā; not the modern work of Ganapati Muni)	anonymous (root Tattvasamāsa-sūtra; traditionally ascribed to Kapila/Pañcaśikha)	anonymous	False	gretil-header:https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/samkhya/tttvsamu.htm | secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Title/URL mismatch: the file is the Tattvasamāsa (anonymous Sāṃkhya root sūtras), traditionally ascribed to Kapila/Pañcaśikha. Distinct commentators (Bhāvāgaṇeśa, Sīmānanda, Nārendra) are NOT the root author. Resolves the 'uncertain' to: anonymous root text.
SA_T01_n804u	Vikramāraccivaibhava		Śānti Bhikṣu Śāstrī (Paṇḍita Śāntibhikṣu Śāstrī, Sāhityācārya)	secure	False	gretil-header(dsbc):https://www.dsbcproject.org/canon-text/content/175/804 | secondary:cleaned_Indian Buddhism...Nakamura, 1980.txt | web:https://www.bibliaimpex.com	Author was empty; colophon names Śānti Bhikṣu Śāstrī (Sāhityācārya, pupil of Dharmānanda Kosambi). Modern (20th-c.) original Sanskrit composition. Secure single authorship.
SA_MB_yogajagamaHK	Yogajāgama	anonymous/traditional (revealed scripture)	anonymous (compilation; alt. title Āgamavacanasaṅgraha)	anonymous	False	web:https://digitalcollections.ifpindia.org/s/manuscripts/item/374552	Anonymous anthology/compilation of Śaiva āgama passages; not a single-author or singly-revealed scripture. Despite āgama-style title, it is a derivative saṅgraha.
SA_T01_n869u	Buddhagadyaya [Buddhagajjaya]	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Bauddhavidyasudhakarah. In Honour of Heinz Bechert_ Michael Han, Jens-Uwe Hartmann, Konrad Klaus, 1997_ (A).txt	Late (17th-18th c.) anonymous Sanskrit Buddha-stotra; no colophon author found in collection or secondary literature.
SA_MB_kulasaraHK	Kulasāra	anonymous/traditional	anonymous (revealed Śaiva/Kaula scripture)	anonymous	False	secondary:cleaned_Sanderson_The Śaiva Age.txt	Anonymous revealed Kaula/Śaiva tantra (Śiva-Devī dialogue form); cited by Sanderson by folio. No traditional human ascription.
